Experiment CUSExperiment_Hetero
Sweep across services proximity importance, using heterogeneous agents..
Experiment started 2015-04-21 174913

######################################################
Experiment Defaults:
                        setHeterogeneity :,  	True
Experiment Parameter Variations:
                            setAgentType :,  	[0, 1, 2]
                   setServicesImportance :,  	[0.0, 0.2, 0.4, 0.6000000000000001, 0.8, 1.0, 1.2000000000000002, 1.4000000000000001, 1.6, 1.8, 2.0]
######################################################
*********************Job Settings*********************
                            setAgentType :	,0
                   setServicesImportance :	,0.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 181231, 11,                    0,                  2.0,0.8671,0.1533
 2015-04-21 181235, 11,                    0,                  2.0,0.8765,0.1538
 2015-04-21 181240, 11,                    0,                  2.0,0.8688,0.1528
 2015-04-21 181244, 11,                    0,                  2.0,0.8730,0.1576
 2015-04-21 181249, 11,                    0,                  2.0,0.8762,0.1555
 2015-04-21 181254, 11,                    0,                  2.0,0.8609,0.1575
 2015-04-21 181258, 11,                    0,                  2.0,0.8621,0.1570
 2015-04-21 181303, 11,                    0,                  2.0,0.8748,0.1535
 2015-04-21 181307, 11,                    0,                  2.0,0.8735,0.1565
 2015-04-21 181312, 11,                    0,                  2.0,0.8772,0.1577
 2015-04-21 181316, 11,                    0,                  2.0,0.8750,0.1548
 2015-04-21 181321, 11,                    0,                  2.0,0.8894,0.1541
 2015-04-21 181325, 11,                    0,                  2.0,0.8847,0.1555
 2015-04-21 181330, 11,                    0,                  2.0,0.8827,0.1534
 2015-04-21 181334, 11,                    0,                  2.0,0.8861,0.1534
 2015-04-21 181339, 11,                    0,                  2.0,0.8723,0.1566
 2015-04-21 181343, 11,                    0,                  2.0,0.8703,0.1552
 2015-04-21 181348, 11,                    0,                  2.0,0.8681,0.1555
 2015-04-21 181353, 11,                    0,                  2.0,0.8824,0.1514
 2015-04-21 181357, 11,                    0,                  2.0,0.8879,0.1532
 2015-04-21 181402, 11,                    0,                  2.0,0.8762,0.1578
 2015-04-21 181406, 11,                    0,                  2.0,0.8847,0.1587
 2015-04-21 181411, 11,                    0,                  2.0,0.8710,0.1519
 2015-04-21 181415, 11,                    0,                  2.0,0.8698,0.1545
 2015-04-21 181420, 11,                    0,                  2.0,0.8886,0.1531
averages: ,,                    0,                  2.0,0.8757,0.1550
standard deviations: ,,                    0,                  2.0,0.0082,0.0019
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 181424, 12,                    1,                  0.0,0.4238,0.2015
 2015-04-21 181428, 12,                    1,                  0.0,0.4290,0.2059
 2015-04-21 181432, 12,                    1,                  0.0,0.4285,0.2014
 2015-04-21 181437, 12,                    1,                  0.0,0.4666,0.1969
 2015-04-21 181441, 12,                    1,                  0.0,0.4307,0.2012
 2015-04-21 181445, 12,                    1,                  0.0,0.4505,0.2028
 2015-04-21 181449, 12,                    1,                  0.0,0.3918,0.2053
 2015-04-21 181453, 12,                    1,                  0.0,0.4267,0.2009
 2015-04-21 181457, 12,                    1,                  0.0,0.4369,0.2009
 2015-04-21 181502, 12,                    1,                  0.0,0.4354,0.2028
 2015-04-21 181506, 12,                    1,                  0.0,0.5042,0.1980
 2015-04-21 181510, 12,                    1,                  0.0,0.4775,0.2007
 2015-04-21 181514, 12,                    1,                  0.0,0.4260,0.2034
 2015-04-21 181518, 12,                    1,                  0.0,0.4468,0.2025
 2015-04-21 181523, 12,                    1,                  0.0,0.4173,0.2038
 2015-04-21 181527, 12,                    1,                  0.0,0.4896,0.1995
 2015-04-21 181531, 12,                    1,                  0.0,0.4408,0.1984
 2015-04-21 181536, 12,                    1,                  0.0,0.4287,0.2004
 2015-04-21 181541, 12,                    1,                  0.0,0.4559,0.2001
 2015-04-21 181545, 12,                    1,                  0.0,0.4490,0.2026
 2015-04-21 181550, 12,                    1,                  0.0,0.4304,0.2042
 2015-04-21 181555, 12,                    1,                  0.0,0.4396,0.1983
 2015-04-21 181559, 12,                    1,                  0.0,0.4463,0.2003
 2015-04-21 181604, 12,                    1,                  0.0,0.4418,0.1994
 2015-04-21 181608, 12,                    1,                  0.0,0.4255,0.2055
 2015-04-21 181612, 12,                    1,                  0.0,0.4153,0.2031
 2015-04-21 181616, 12,                    1,                  0.0,0.4322,0.1988
 2015-04-21 181621, 12,                    1,                  0.0,0.4344,0.2023
 2015-04-21 181625, 12,                    1,                  0.0,0.4092,0.2016
 2015-04-21 181630, 12,                    1,                  0.0,0.4275,0.2019
averages: ,,                    1,                  0.0,0.4386,0.2015
standard deviations: ,,                    1,                  0.0,0.0225,0.0022
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.2
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 181634, 13,                    1,                  0.2,0.4569,0.1977
 2015-04-21 181638, 13,                    1,                  0.2,0.4990,0.1953
 2015-04-21 181643, 13,                    1,                  0.2,0.4797,0.1948
 2015-04-21 181647, 13,                    1,                  0.2,0.5097,0.1928
 2015-04-21 181651, 13,                    1,                  0.2,0.5084,0.1973
 2015-04-21 181656, 13,                    1,                  0.2,0.4913,0.1950
 2015-04-21 181700, 13,                    1,                  0.2,0.4619,0.1982
 2015-04-21 181704, 13,                    1,                  0.2,0.5161,0.1961
 2015-04-21 181708, 13,                    1,                  0.2,0.5124,0.1955
 2015-04-21 181713, 13,                    1,                  0.2,0.4839,0.1959
 2015-04-21 181718, 13,                    1,                  0.2,0.5141,0.1906
 2015-04-21 181722, 13,                    1,                  0.2,0.5329,0.1939
 2015-04-21 181726, 13,                    1,                  0.2,0.4832,0.1972
 2015-04-21 181731, 13,                    1,                  0.2,0.4822,0.1983
 2015-04-21 181735, 13,                    1,                  0.2,0.5270,0.1952
 2015-04-21 181739, 13,                    1,                  0.2,0.4988,0.1930
 2015-04-21 181743, 13,                    1,                  0.2,0.5287,0.1936
 2015-04-21 181747, 13,                    1,                  0.2,0.5342,0.1925
 2015-04-21 181752, 13,                    1,                  0.2,0.4577,0.1970
 2015-04-21 181756, 13,                    1,                  0.2,0.5173,0.1935
 2015-04-21 181800, 13,                    1,                  0.2,0.4958,0.1956
 2015-04-21 181804, 13,                    1,                  0.2,0.4802,0.1958
 2015-04-21 181809, 13,                    1,                  0.2,0.4718,0.1974
 2015-04-21 181813, 13,                    1,                  0.2,0.5035,0.1948
 2015-04-21 181817, 13,                    1,                  0.2,0.5196,0.1928
 2015-04-21 181821, 13,                    1,                  0.2,0.4946,0.1962
 2015-04-21 181825, 13,                    1,                  0.2,0.5203,0.1934
 2015-04-21 181829, 13,                    1,                  0.2,0.5376,0.1920
 2015-04-21 181834, 13,                    1,                  0.2,0.4678,0.1971
 2015-04-21 181838, 13,                    1,                  0.2,0.5094,0.1923
averages: ,,                    1,                  0.2,0.4999,0.1950
standard deviations: ,,                    1,                  0.2,0.0230,0.0020
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.4
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 181842, 14,                    1,                  0.4,0.6101,0.1864
 2015-04-21 181847, 14,                    1,                  0.4,0.5619,0.1889
 2015-04-21 181851, 14,                    1,                  0.4,0.5572,0.1897
 2015-04-21 181855, 14,                    1,                  0.4,0.6141,0.1818
 2015-04-21 181900, 14,                    1,                  0.4,0.5918,0.1870
 2015-04-21 181904, 14,                    1,                  0.4,0.5450,0.1931
 2015-04-21 181908, 14,                    1,                  0.4,0.5584,0.1874
 2015-04-21 181913, 14,                    1,                  0.4,0.5614,0.1874
 2015-04-21 181917, 14,                    1,                  0.4,0.5965,0.1836
 2015-04-21 181921, 14,                    1,                  0.4,0.5790,0.1879
 2015-04-21 181925, 14,                    1,                  0.4,0.5804,0.1870
 2015-04-21 181929, 14,                    1,                  0.4,0.5361,0.1893
 2015-04-21 181934, 14,                    1,                  0.4,0.5421,0.1884
 2015-04-21 181938, 14,                    1,                  0.4,0.5653,0.1886
 2015-04-21 181942, 14,                    1,                  0.4,0.5287,0.1964
 2015-04-21 181946, 14,                    1,                  0.4,0.5678,0.1867
 2015-04-21 181951, 14,                    1,                  0.4,0.5718,0.1902
 2015-04-21 181955, 14,                    1,                  0.4,0.5812,0.1876
 2015-04-21 182000, 14,                    1,                  0.4,0.5691,0.1862
 2015-04-21 182004, 14,                    1,                  0.4,0.5235,0.1924
 2015-04-21 182008, 14,                    1,                  0.4,0.5785,0.1869
 2015-04-21 182013, 14,                    1,                  0.4,0.5228,0.1930
 2015-04-21 182017, 14,                    1,                  0.4,0.5564,0.1899
 2015-04-21 182021, 14,                    1,                  0.4,0.5804,0.1895
 2015-04-21 182026, 14,                    1,                  0.4,0.6267,0.1853
 2015-04-21 182030, 14,                    1,                  0.4,0.5629,0.1903
 2015-04-21 182034, 14,                    1,                  0.4,0.5926,0.1845
 2015-04-21 182039, 14,                    1,                  0.4,0.5272,0.1912
 2015-04-21 182043, 14,                    1,                  0.4,0.5735,0.1830
 2015-04-21 182047, 14,                    1,                  0.4,0.5389,0.1873
averages: ,,                    1,                  0.4,0.5667,0.1882
standard deviations: ,,                    1,                  0.4,0.0263,0.0031
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.6000000000000001
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 182051, 15,                    1,   0.6000000000000001,0.6470,0.1780
 2015-04-21 182055, 15,                    1,   0.6000000000000001,0.6394,0.1816
 2015-04-21 182100, 15,                    1,   0.6000000000000001,0.6520,0.1785
 2015-04-21 182104, 15,                    1,   0.6000000000000001,0.6436,0.1816
 2015-04-21 182108, 15,                    1,   0.6000000000000001,0.6337,0.1773
 2015-04-21 182112, 15,                    1,   0.6000000000000001,0.6277,0.1796
 2015-04-21 182116, 15,                    1,   0.6000000000000001,0.6552,0.1744
 2015-04-21 182121, 15,                    1,   0.6000000000000001,0.6517,0.1803
 2015-04-21 182125, 15,                    1,   0.6000000000000001,0.6762,0.1799
 2015-04-21 182129, 15,                    1,   0.6000000000000001,0.6364,0.1810
 2015-04-21 182133, 15,                    1,   0.6000000000000001,0.5975,0.1854
 2015-04-21 182137, 15,                    1,   0.6000000000000001,0.6391,0.1792
 2015-04-21 182141, 15,                    1,   0.6000000000000001,0.6379,0.1781
 2015-04-21 182146, 15,                    1,   0.6000000000000001,0.6470,0.1793
 2015-04-21 182150, 15,                    1,   0.6000000000000001,0.6443,0.1778
 2015-04-21 182154, 15,                    1,   0.6000000000000001,0.6374,0.1808
 2015-04-21 182158, 15,                    1,   0.6000000000000001,0.6564,0.1760
 2015-04-21 182202, 15,                    1,   0.6000000000000001,0.6579,0.1789
 2015-04-21 182207, 15,                    1,   0.6000000000000001,0.6295,0.1789
 2015-04-21 182212, 15,                    1,   0.6000000000000001,0.6369,0.1786
 2015-04-21 182217, 15,                    1,   0.6000000000000001,0.6240,0.1788
 2015-04-21 182221, 15,                    1,   0.6000000000000001,0.6646,0.1789
 2015-04-21 182225, 15,                    1,   0.6000000000000001,0.6191,0.1811
 2015-04-21 182230, 15,                    1,   0.6000000000000001,0.6369,0.1807
 2015-04-21 182234, 15,                    1,   0.6000000000000001,0.6213,0.1805
 2015-04-21 182238, 15,                    1,   0.6000000000000001,0.6413,0.1771
 2015-04-21 182242, 15,                    1,   0.6000000000000001,0.6507,0.1804
 2015-04-21 182247, 15,                    1,   0.6000000000000001,0.6433,0.1791
 2015-04-21 182251, 15,                    1,   0.6000000000000001,0.6369,0.1797
 2015-04-21 182255, 15,                    1,   0.6000000000000001,0.6428,0.1787
averages: ,,                    1,   0.6000000000000001,0.6409,0.1793
standard deviations: ,,                    1,   0.6000000000000001,0.0147,0.0019
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.8
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 182259, 16,                    1,                  0.8,0.7277,0.1716
 2015-04-21 182303, 16,                    1,                  0.8,0.7012,0.1704
 2015-04-21 182309, 16,                    1,                  0.8,0.7342,0.1669
 2015-04-21 182313, 16,                    1,                  0.8,0.7072,0.1722
 2015-04-21 182318, 16,                    1,                  0.8,0.7473,0.1750
 2015-04-21 182322, 16,                    1,                  0.8,0.7052,0.1704
 2015-04-21 182326, 16,                    1,                  0.8,0.7153,0.1728
 2015-04-21 182330, 16,                    1,                  0.8,0.7319,0.1725
 2015-04-21 182334, 16,                    1,                  0.8,0.7317,0.1719
 2015-04-21 182339, 16,                    1,                  0.8,0.7030,0.1722
 2015-04-21 182343, 16,                    1,                  0.8,0.7416,0.1702
 2015-04-21 182347, 16,                    1,                  0.8,0.7156,0.1752
 2015-04-21 182352, 16,                    1,                  0.8,0.7371,0.1720
 2015-04-21 182356, 16,                    1,                  0.8,0.6837,0.1726
 2015-04-21 182400, 16,                    1,                  0.8,0.7089,0.1745
 2015-04-21 182406, 16,                    1,                  0.8,0.7302,0.1696
 2015-04-21 182410, 16,                    1,                  0.8,0.7257,0.1736
 2015-04-21 182414, 16,                    1,                  0.8,0.7292,0.1689
 2015-04-21 182418, 16,                    1,                  0.8,0.7193,0.1717
 2015-04-21 182423, 16,                    1,                  0.8,0.7007,0.1736
 2015-04-21 182427, 16,                    1,                  0.8,0.7007,0.1728
 2015-04-21 182431, 16,                    1,                  0.8,0.7228,0.1698
 2015-04-21 182435, 16,                    1,                  0.8,0.7007,0.1719
 2015-04-21 182439, 16,                    1,                  0.8,0.7307,0.1706
 2015-04-21 182443, 16,                    1,                  0.8,0.7077,0.1743
 2015-04-21 182448, 16,                    1,                  0.8,0.7149,0.1717
 2015-04-21 182453, 16,                    1,                  0.8,0.7220,0.1723
 2015-04-21 182458, 16,                    1,                  0.8,0.6953,0.1739
 2015-04-21 182502, 16,                    1,                  0.8,0.6879,0.1755
 2015-04-21 182506, 16,                    1,                  0.8,0.7275,0.1697
averages: ,,                    1,                  0.8,0.7169,0.1720
standard deviations: ,,                    1,                  0.8,0.0159,0.0020
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 182511, 17,                    1,                  1.0,0.7814,0.1652
 2015-04-21 182515, 17,                    1,                  1.0,0.8064,0.1602
 2015-04-21 182520, 17,                    1,                  1.0,0.7891,0.1638
 2015-04-21 182524, 17,                    1,                  1.0,0.7745,0.1668
 2015-04-21 182529, 17,                    1,                  1.0,0.7881,0.1639
 2015-04-21 182533, 17,                    1,                  1.0,0.7535,0.1705
 2015-04-21 182537, 17,                    1,                  1.0,0.7829,0.1665
 2015-04-21 182542, 17,                    1,                  1.0,0.8069,0.1600
 2015-04-21 182546, 17,                    1,                  1.0,0.7765,0.1663
 2015-04-21 182550, 17,                    1,                  1.0,0.8047,0.1598
 2015-04-21 182554, 17,                    1,                  1.0,0.7703,0.1647
 2015-04-21 182559, 17,                    1,                  1.0,0.7668,0.1631
 2015-04-21 182603, 17,                    1,                  1.0,0.7577,0.1676
 2015-04-21 182607, 17,                    1,                  1.0,0.8106,0.1621
 2015-04-21 182611, 17,                    1,                  1.0,0.7743,0.1699
 2015-04-21 182615, 17,                    1,                  1.0,0.8109,0.1649
 2015-04-21 182620, 17,                    1,                  1.0,0.7733,0.1701
 2015-04-21 182624, 17,                    1,                  1.0,0.7676,0.1667
 2015-04-21 182628, 17,                    1,                  1.0,0.7559,0.1645
 2015-04-21 182632, 17,                    1,                  1.0,0.7718,0.1677
 2015-04-21 182636, 17,                    1,                  1.0,0.7653,0.1643
 2015-04-21 182641, 17,                    1,                  1.0,0.7856,0.1631
 2015-04-21 182645, 17,                    1,                  1.0,0.7428,0.1692
 2015-04-21 182649, 17,                    1,                  1.0,0.7795,0.1674
 2015-04-21 182653, 17,                    1,                  1.0,0.7676,0.1707
 2015-04-21 182658, 17,                    1,                  1.0,0.8064,0.1630
 2015-04-21 182702, 17,                    1,                  1.0,0.7973,0.1640
 2015-04-21 182706, 17,                    1,                  1.0,0.7510,0.1635
 2015-04-21 182711, 17,                    1,                  1.0,0.7819,0.1614
 2015-04-21 182715, 17,                    1,                  1.0,0.7663,0.1614
averages: ,,                    1,                  1.0,0.7789,0.1651
standard deviations: ,,                    1,                  1.0,0.0185,0.0031
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.2000000000000002
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 182721, 18,                    1,   1.2000000000000002,0.8272,0.1570
 2015-04-21 182726, 18,                    1,   1.2000000000000002,0.8267,0.1633
 2015-04-21 182730, 18,                    1,   1.2000000000000002,0.8047,0.1626
 2015-04-21 182734, 18,                    1,   1.2000000000000002,0.8220,0.1598
 2015-04-21 182738, 18,                    1,   1.2000000000000002,0.8215,0.1588
 2015-04-21 182742, 18,                    1,   1.2000000000000002,0.8050,0.1594
 2015-04-21 182746, 18,                    1,   1.2000000000000002,0.8054,0.1594
 2015-04-21 182750, 18,                    1,   1.2000000000000002,0.8359,0.1606
 2015-04-21 182755, 18,                    1,   1.2000000000000002,0.8183,0.1588
 2015-04-21 182759, 18,                    1,   1.2000000000000002,0.8233,0.1618
 2015-04-21 182803, 18,                    1,   1.2000000000000002,0.8171,0.1630
 2015-04-21 182807, 18,                    1,   1.2000000000000002,0.8248,0.1591
 2015-04-21 182812, 18,                    1,   1.2000000000000002,0.8111,0.1639
 2015-04-21 182816, 18,                    1,   1.2000000000000002,0.8413,0.1593
 2015-04-21 182820, 18,                    1,   1.2000000000000002,0.8208,0.1582
 2015-04-21 182824, 18,                    1,   1.2000000000000002,0.8116,0.1646
 2015-04-21 182828, 18,                    1,   1.2000000000000002,0.8248,0.1600
 2015-04-21 182832, 18,                    1,   1.2000000000000002,0.8485,0.1577
 2015-04-21 182837, 18,                    1,   1.2000000000000002,0.8015,0.1618
 2015-04-21 182841, 18,                    1,   1.2000000000000002,0.7958,0.1636
 2015-04-21 182845, 18,                    1,   1.2000000000000002,0.8196,0.1584
 2015-04-21 182850, 18,                    1,   1.2000000000000002,0.8369,0.1590
 2015-04-21 182854, 18,                    1,   1.2000000000000002,0.8200,0.1593
 2015-04-21 182858, 18,                    1,   1.2000000000000002,0.8218,0.1599
 2015-04-21 182902, 18,                    1,   1.2000000000000002,0.8428,0.1583
 2015-04-21 182906, 18,                    1,   1.2000000000000002,0.8304,0.1634
 2015-04-21 182910, 18,                    1,   1.2000000000000002,0.8290,0.1611
 2015-04-21 182915, 18,                    1,   1.2000000000000002,0.8218,0.1609
 2015-04-21 182919, 18,                    1,   1.2000000000000002,0.8134,0.1590
 2015-04-21 182923, 18,                    1,   1.2000000000000002,0.8077,0.1595
averages: ,,                    1,   1.2000000000000002,0.8210,0.1604
standard deviations: ,,                    1,   1.2000000000000002,0.0124,0.0020
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.4000000000000001
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 182927, 19,                    1,   1.4000000000000001,0.8705,0.1560
 2015-04-21 182931, 19,                    1,   1.4000000000000001,0.8559,0.1598
 2015-04-21 182935, 19,                    1,   1.4000000000000001,0.8653,0.1541
 2015-04-21 182939, 19,                    1,   1.4000000000000001,0.8413,0.1578
 2015-04-21 182944, 19,                    1,   1.4000000000000001,0.8651,0.1570
 2015-04-21 182948, 19,                    1,   1.4000000000000001,0.8384,0.1604
 2015-04-21 182952, 19,                    1,   1.4000000000000001,0.8473,0.1553
 2015-04-21 182956, 19,                    1,   1.4000000000000001,0.8686,0.1551
 2015-04-21 183000, 19,                    1,   1.4000000000000001,0.8636,0.1605
 2015-04-21 183005, 19,                    1,   1.4000000000000001,0.8624,0.1570
 2015-04-21 183009, 19,                    1,   1.4000000000000001,0.8559,0.1545
 2015-04-21 183013, 19,                    1,   1.4000000000000001,0.8584,0.1568
 2015-04-21 183017, 19,                    1,   1.4000000000000001,0.8594,0.1563
 2015-04-21 183021, 19,                    1,   1.4000000000000001,0.8760,0.1573
 2015-04-21 183025, 19,                    1,   1.4000000000000001,0.8502,0.1561
 2015-04-21 183029, 19,                    1,   1.4000000000000001,0.8408,0.1569
 2015-04-21 183034, 19,                    1,   1.4000000000000001,0.8465,0.1594
 2015-04-21 183038, 19,                    1,   1.4000000000000001,0.8505,0.1585
 2015-04-21 183042, 19,                    1,   1.4000000000000001,0.8589,0.1570
 2015-04-21 183047, 19,                    1,   1.4000000000000001,0.8401,0.1576
 2015-04-21 183051, 19,                    1,   1.4000000000000001,0.8512,0.1568
 2015-04-21 183055, 19,                    1,   1.4000000000000001,0.8592,0.1580
 2015-04-21 183059, 19,                    1,   1.4000000000000001,0.8535,0.1535
 2015-04-21 183104, 19,                    1,   1.4000000000000001,0.8507,0.1572
 2015-04-21 183108, 19,                    1,   1.4000000000000001,0.8389,0.1581
 2015-04-21 183112, 19,                    1,   1.4000000000000001,0.8589,0.1582
 2015-04-21 183116, 19,                    1,   1.4000000000000001,0.8559,0.1596
 2015-04-21 183120, 19,                    1,   1.4000000000000001,0.8708,0.1542
 2015-04-21 183124, 19,                    1,   1.4000000000000001,0.8527,0.1586
 2015-04-21 183129, 19,                    1,   1.4000000000000001,0.8569,0.1585
averages: ,,                    1,   1.4000000000000001,0.8555,0.1572
standard deviations: ,,                    1,   1.4000000000000001,0.0098,0.0018
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.6
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 183133, 20,                    1,                  1.6,0.8775,0.1543
 2015-04-21 183137, 20,                    1,                  1.6,0.8626,0.1577
 2015-04-21 183141, 20,                    1,                  1.6,0.8584,0.1575
 2015-04-21 183145, 20,                    1,                  1.6,0.8723,0.1578
 2015-04-21 183150, 20,                    1,                  1.6,0.8619,0.1579
 2015-04-21 183154, 20,                    1,                  1.6,0.8703,0.1540
 2015-04-21 183158, 20,                    1,                  1.6,0.8782,0.1581
 2015-04-21 183203, 20,                    1,                  1.6,0.8691,0.1542
 2015-04-21 183207, 20,                    1,                  1.6,0.8780,0.1559
 2015-04-21 183211, 20,                    1,                  1.6,0.8822,0.1588
 2015-04-21 183216, 20,                    1,                  1.6,0.8750,0.1535
 2015-04-21 183220, 20,                    1,                  1.6,0.8824,0.1514
 2015-04-21 183224, 20,                    1,                  1.6,0.8693,0.1578
 2015-04-21 183229, 20,                    1,                  1.6,0.8765,0.1560
 2015-04-21 183233, 20,                    1,                  1.6,0.8760,0.1539
 2015-04-21 183238, 20,                    1,                  1.6,0.8599,0.1562
 2015-04-21 183243, 20,                    1,                  1.6,0.8710,0.1544
 2015-04-21 183247, 20,                    1,                  1.6,0.8691,0.1529
 2015-04-21 183251, 20,                    1,                  1.6,0.8688,0.1547
 2015-04-21 183256, 20,                    1,                  1.6,0.8998,0.1546
 2015-04-21 183301, 20,                    1,                  1.6,0.8817,0.1550
 2015-04-21 183306, 20,                    1,                  1.6,0.8891,0.1538
 2015-04-21 183310, 20,                    1,                  1.6,0.8723,0.1529
 2015-04-21 183314, 20,                    1,                  1.6,0.8691,0.1562
 2015-04-21 183319, 20,                    1,                  1.6,0.8772,0.1563
 2015-04-21 183323, 20,                    1,                  1.6,0.8812,0.1568
 2015-04-21 183328, 20,                    1,                  1.6,0.8738,0.1564
 2015-04-21 183333, 20,                    1,                  1.6,0.8814,0.1562
 2015-04-21 183337, 20,                    1,                  1.6,0.8745,0.1550
 2015-04-21 183341, 20,                    1,                  1.6,0.8614,0.1598
averages: ,,                    1,                  1.6,0.8740,0.1557
standard deviations: ,,                    1,                  1.6,0.0087,0.0019
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.8
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 183346, 21,                    1,                  1.8,0.8856,0.1552
 2015-04-21 183350, 21,                    1,                  1.8,0.8978,0.1540
 2015-04-21 183354, 21,                    1,                  1.8,0.8859,0.1580
 2015-04-21 183359, 21,                    1,                  1.8,0.8767,0.1559
 2015-04-21 183403, 21,                    1,                  1.8,0.8827,0.1519
 2015-04-21 183408, 21,                    1,                  1.8,0.8871,0.1546
 2015-04-21 183413, 21,                    1,                  1.8,0.8861,0.1536
 2015-04-21 183417, 21,                    1,                  1.8,0.8851,0.1546
 2015-04-21 183421, 21,                    1,                  1.8,0.8795,0.1565
 2015-04-21 183426, 21,                    1,                  1.8,0.8829,0.1519
 2015-04-21 183430, 21,                    1,                  1.8,0.8797,0.1527
 2015-04-21 183434, 21,                    1,                  1.8,0.8819,0.1537
 2015-04-21 183438, 21,                    1,                  1.8,0.8903,0.1559
 2015-04-21 183444, 21,                    1,                  1.8,0.8911,0.1536
 2015-04-21 183448, 21,                    1,                  1.8,0.8797,0.1549
 2015-04-21 183453, 21,                    1,                  1.8,0.8790,0.1563
 2015-04-21 183457, 21,                    1,                  1.8,0.8790,0.1526
 2015-04-21 183501, 21,                    1,                  1.8,0.8730,0.1524
 2015-04-21 183506, 21,                    1,                  1.8,0.8740,0.1504
 2015-04-21 183510, 21,                    1,                  1.8,0.9079,0.1518
 2015-04-21 183514, 21,                    1,                  1.8,0.8589,0.1553
 2015-04-21 183519, 21,                    1,                  1.8,0.8921,0.1541
 2015-04-21 183524, 21,                    1,                  1.8,0.8923,0.1548
 2015-04-21 183528, 21,                    1,                  1.8,0.8832,0.1576
 2015-04-21 183532, 21,                    1,                  1.8,0.8802,0.1567
 2015-04-21 183538, 21,                    1,                  1.8,0.8785,0.1565
 2015-04-21 183542, 21,                    1,                  1.8,0.8800,0.1501
 2015-04-21 183546, 21,                    1,                  1.8,0.8839,0.1547
 2015-04-21 183551, 21,                    1,                  1.8,0.8762,0.1530
 2015-04-21 183555, 21,                    1,                  1.8,0.8998,0.1511
averages: ,,                    1,                  1.8,0.8837,0.1541
standard deviations: ,,                    1,                  1.8,0.0089,0.0020
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,2.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-21 183559, 22,                    1,                  2.0,0.8995,0.1557
 2015-04-21 183603, 22,                    1,                  2.0,0.8842,0.1538
 2015-04-21 183608, 22,                    1,                  2.0,0.8876,0.1525
 2015-04-21 183612, 22,                    1,                  2.0,0.8700,0.1517
 2015-04-21 183616, 22,                    1,                  2.0,0.8901,0.1550
 2015-04-21 183622, 22,                    1,                  2.0,0.9027,0.1548
 2015-04-21 183626, 22,                    1,                  2.0,0.8728,0.1547
 2015-04-21 183630, 22,                    1,                  2.0,0.8849,0.1539
 2015-04-21 183635, 22,                    1,                  2.0,0.8879,0.1572
 2015-04-21 183639, 22,                    1,                  2.0,0.8931,0.1519
 2015-04-21 183644, 22,                    1,                  2.0,0.9027,0.1501
 2015-04-21 183649, 22,                    1,                  2.0,0.8782,0.1559
 2015-04-21 183653, 22,                    1,                  2.0,0.9020,0.1561
 2015-04-21 183657, 22,                    1,                  2.0,0.8725,0.1524
 2015-04-21 183703, 22,                    1,                  2.0,0.8871,0.1581
 2015-04-21 183707, 22,                    1,                  2.0,0.8824,0.1516
 2015-04-21 183712, 22,                    1,                  2.0,0.8903,0.1547
 2015-04-21 183717, 22,                    1,                  2.0,0.8807,0.1531
 2015-04-21 183722, 22,                    1,                  2.0,0.8809,0.1554
 2015-04-21 183727, 22,                    1,                  2.0,0.8824,0.1557
 2015-04-21 183732, 22,                    1,                  2.0,0.8990,0.1512
 2015-04-21 183736, 22,                    1,                  2.0,0.8988,0.1491
 2015-04-21 183740, 22,                    1,                  2.0,0.8725,0.1574
 2015-04-21 183745, 22,                    1,                  2.0,0.8777,0.1541
 2015-04-21 183749, 22,                    1,                  2.0,0.8928,0.1540
 2015-04-21 183753, 22,                    1,                  2.0,0.8738,0.1562
