Experiment CUSExperiment_Main
Sweep across services proximity importance.
Experiment started 2015-04-20 022217

######################################################
Experiment Defaults:
                        setHeterogeneity :,  	False
Experiment Parameter Variations:
                            setAgentType :,  	[0, 1]
                   setServicesImportance :,  	[0.0, 0.2, 0.4, 0.6000000000000001, 0.8, 1.0, 1.2000000000000002, 1.4000000000000001, 1.6, 1.8, 2.0]
######################################################
*********************Job Settings*********************
                            setAgentType :	,0
                   setServicesImportance :	,0.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 024502, 11,                    0,                  2.0,0.8985,0.1498
 2015-04-20 024506, 11,                    0,                  2.0,0.9010,0.1499
 2015-04-20 024510, 11,                    0,                  2.0,0.9158,0.1491
 2015-04-20 024515, 11,                    0,                  2.0,0.8879,0.1499
 2015-04-20 024519, 11,                    0,                  2.0,0.8978,0.1547
 2015-04-20 024524, 11,                    0,                  2.0,0.9178,0.1473
 2015-04-20 024528, 11,                    0,                  2.0,0.9010,0.1536
 2015-04-20 024532, 11,                    0,                  2.0,0.9050,0.1537
 2015-04-20 024537, 11,                    0,                  2.0,0.8933,0.1538
 2015-04-20 024541, 11,                    0,                  2.0,0.8990,0.1550
 2015-04-20 024546, 11,                    0,                  2.0,0.9052,0.1534
 2015-04-20 024550, 11,                    0,                  2.0,0.9156,0.1529
 2015-04-20 024554, 11,                    0,                  2.0,0.8965,0.1541
 2015-04-20 024559, 11,                    0,                  2.0,0.8938,0.1559
 2015-04-20 024603, 11,                    0,                  2.0,0.8901,0.1536
 2015-04-20 024607, 11,                    0,                  2.0,0.8988,0.1510
 2015-04-20 024612, 11,                    0,                  2.0,0.9084,0.1510
 2015-04-20 024616, 11,                    0,                  2.0,0.8973,0.1517
 2015-04-20 024621, 11,                    0,                  2.0,0.8884,0.1546
averages: ,,                    0,                  2.0,0.8980,0.1525
standard deviations: ,,                    0,                  2.0,0.0087,0.0022
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 024625, 12,                    1,                  0.0,0.0978,0.2442
 2015-04-20 024628, 12,                    1,                  0.0,0.1106,0.2424
 2015-04-20 024631, 12,                    1,                  0.0,0.1149,0.2421
 2015-04-20 024634, 12,                    1,                  0.0,0.1084,0.2441
 2015-04-20 024637, 12,                    1,                  0.0,0.1116,0.2435
 2015-04-20 024640, 12,                    1,                  0.0,0.0856,0.2438
 2015-04-20 024642, 12,                    1,                  0.0,0.1109,0.2402
 2015-04-20 024645, 12,                    1,                  0.0,0.1114,0.2431
 2015-04-20 024648, 12,                    1,                  0.0,0.1010,0.2414
 2015-04-20 024651, 12,                    1,                  0.0,0.1129,0.2423
 2015-04-20 024654, 12,                    1,                  0.0,0.1084,0.2440
 2015-04-20 024657, 12,                    1,                  0.0,0.1032,0.2425
 2015-04-20 024700, 12,                    1,                  0.0,0.1082,0.2409
 2015-04-20 024703, 12,                    1,                  0.0,0.1037,0.2428
 2015-04-20 024706, 12,                    1,                  0.0,0.0995,0.2440
 2015-04-20 024709, 12,                    1,                  0.0,0.1005,0.2428
 2015-04-20 024712, 12,                    1,                  0.0,0.1030,0.2435
 2015-04-20 024714, 12,                    1,                  0.0,0.1106,0.2430
 2015-04-20 024717, 12,                    1,                  0.0,0.1037,0.2420
 2015-04-20 024720, 12,                    1,                  0.0,0.1200,0.2423
 2015-04-20 024723, 12,                    1,                  0.0,0.0953,0.2446
 2015-04-20 024726, 12,                    1,                  0.0,0.1099,0.2430
 2015-04-20 024729, 12,                    1,                  0.0,0.1104,0.2454
 2015-04-20 024732, 12,                    1,                  0.0,0.1262,0.2416
 2015-04-20 024735, 12,                    1,                  0.0,0.1027,0.2427
 2015-04-20 024738, 12,                    1,                  0.0,0.1000,0.2440
 2015-04-20 024741, 12,                    1,                  0.0,0.1114,0.2420
 2015-04-20 024744, 12,                    1,                  0.0,0.0923,0.2446
 2015-04-20 024746, 12,                    1,                  0.0,0.1000,0.2439
 2015-04-20 024749, 12,                    1,                  0.0,0.1223,0.2420
averages: ,,                    1,                  0.0,0.1066,0.2429
standard deviations: ,,                    1,                  0.0,0.0085,0.0012
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.2
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 024752, 13,                    1,                  0.2,0.1725,0.2346
 2015-04-20 024755, 13,                    1,                  0.2,0.2020,0.2300
 2015-04-20 024758, 13,                    1,                  0.2,0.1955,0.2304
 2015-04-20 024801, 13,                    1,                  0.2,0.1646,0.2331
 2015-04-20 024804, 13,                    1,                  0.2,0.1822,0.2338
 2015-04-20 024807, 13,                    1,                  0.2,0.1837,0.2367
 2015-04-20 024810, 13,                    1,                  0.2,0.1847,0.2334
 2015-04-20 024813, 13,                    1,                  0.2,0.1819,0.2335
 2015-04-20 024816, 13,                    1,                  0.2,0.1545,0.2342
 2015-04-20 024819, 13,                    1,                  0.2,0.1728,0.2323
 2015-04-20 024821, 13,                    1,                  0.2,0.1975,0.2292
 2015-04-20 024824, 13,                    1,                  0.2,0.1894,0.2297
 2015-04-20 024827, 13,                    1,                  0.2,0.2052,0.2299
 2015-04-20 024830, 13,                    1,                  0.2,0.1985,0.2318
 2015-04-20 024833, 13,                    1,                  0.2,0.1906,0.2298
 2015-04-20 024836, 13,                    1,                  0.2,0.1913,0.2314
 2015-04-20 024839, 13,                    1,                  0.2,0.1859,0.2307
 2015-04-20 024842, 13,                    1,                  0.2,0.1844,0.2319
 2015-04-20 024845, 13,                    1,                  0.2,0.1671,0.2340
 2015-04-20 024848, 13,                    1,                  0.2,0.2233,0.2275
 2015-04-20 024851, 13,                    1,                  0.2,0.1678,0.2353
 2015-04-20 024853, 13,                    1,                  0.2,0.1705,0.2338
 2015-04-20 024856, 13,                    1,                  0.2,0.1916,0.2327
 2015-04-20 024859, 13,                    1,                  0.2,0.1795,0.2330
 2015-04-20 024902, 13,                    1,                  0.2,0.1839,0.2301
 2015-04-20 024905, 13,                    1,                  0.2,0.1696,0.2334
 2015-04-20 024908, 13,                    1,                  0.2,0.1871,0.2314
 2015-04-20 024911, 13,                    1,                  0.2,0.1705,0.2351
 2015-04-20 024914, 13,                    1,                  0.2,0.1792,0.2340
 2015-04-20 024917, 13,                    1,                  0.2,0.1792,0.2313
averages: ,,                    1,                  0.2,0.1835,0.2323
standard deviations: ,,                    1,                  0.2,0.0138,0.0021
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.4
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 024920, 14,                    1,                  0.4,0.2879,0.2173
 2015-04-20 024923, 14,                    1,                  0.4,0.2832,0.2168
 2015-04-20 024926, 14,                    1,                  0.4,0.2891,0.2141
 2015-04-20 024929, 14,                    1,                  0.4,0.3104,0.2142
 2015-04-20 024932, 14,                    1,                  0.4,0.3146,0.2148
 2015-04-20 024935, 14,                    1,                  0.4,0.3020,0.2146
 2015-04-20 024938, 14,                    1,                  0.4,0.2988,0.2156
 2015-04-20 024941, 14,                    1,                  0.4,0.2775,0.2158
 2015-04-20 024944, 14,                    1,                  0.4,0.2859,0.2179
 2015-04-20 024947, 14,                    1,                  0.4,0.3097,0.2177
 2015-04-20 024949, 14,                    1,                  0.4,0.3052,0.2172
 2015-04-20 024952, 14,                    1,                  0.4,0.2817,0.2166
 2015-04-20 024955, 14,                    1,                  0.4,0.2968,0.2156
 2015-04-20 024958, 14,                    1,                  0.4,0.3131,0.2148
 2015-04-20 025001, 14,                    1,                  0.4,0.3384,0.2120
 2015-04-20 025004, 14,                    1,                  0.4,0.3052,0.2165
 2015-04-20 025007, 14,                    1,                  0.4,0.2800,0.2186
 2015-04-20 025010, 14,                    1,                  0.4,0.2913,0.2162
 2015-04-20 025013, 14,                    1,                  0.4,0.3104,0.2163
 2015-04-20 025016, 14,                    1,                  0.4,0.3097,0.2136
 2015-04-20 025019, 14,                    1,                  0.4,0.3161,0.2135
 2015-04-20 025022, 14,                    1,                  0.4,0.3101,0.2128
 2015-04-20 025025, 14,                    1,                  0.4,0.3517,0.2142
 2015-04-20 025027, 14,                    1,                  0.4,0.3196,0.2098
 2015-04-20 025030, 14,                    1,                  0.4,0.3002,0.2144
 2015-04-20 025033, 14,                    1,                  0.4,0.3007,0.2152
 2015-04-20 025036, 14,                    1,                  0.4,0.2844,0.2167
 2015-04-20 025039, 14,                    1,                  0.4,0.2913,0.2145
 2015-04-20 025042, 14,                    1,                  0.4,0.2844,0.2173
 2015-04-20 025045, 14,                    1,                  0.4,0.2889,0.2153
averages: ,,                    1,                  0.4,0.3013,0.2153
standard deviations: ,,                    1,                  0.4,0.0168,0.0019
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.6000000000000001
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025048, 15,                    1,   0.6000000000000001,0.4339,0.2002
 2015-04-20 025051, 15,                    1,   0.6000000000000001,0.4354,0.2011
 2015-04-20 025054, 15,                    1,   0.6000000000000001,0.4478,0.1975
 2015-04-20 025057, 15,                    1,   0.6000000000000001,0.4144,0.2012
 2015-04-20 025100, 15,                    1,   0.6000000000000001,0.3834,0.2042
 2015-04-20 025102, 15,                    1,   0.6000000000000001,0.4270,0.1989
 2015-04-20 025105, 15,                    1,   0.6000000000000001,0.4285,0.1976
 2015-04-20 025108, 15,                    1,   0.6000000000000001,0.4144,0.2003
 2015-04-20 025111, 15,                    1,   0.6000000000000001,0.4158,0.2011
 2015-04-20 025114, 15,                    1,   0.6000000000000001,0.4193,0.2009
 2015-04-20 025117, 15,                    1,   0.6000000000000001,0.4017,0.2031
 2015-04-20 025120, 15,                    1,   0.6000000000000001,0.4800,0.1988
 2015-04-20 025123, 15,                    1,   0.6000000000000001,0.4354,0.1979
 2015-04-20 025126, 15,                    1,   0.6000000000000001,0.4111,0.2008
 2015-04-20 025129, 15,                    1,   0.6000000000000001,0.4406,0.2004
 2015-04-20 025131, 15,                    1,   0.6000000000000001,0.4347,0.1995
 2015-04-20 025134, 15,                    1,   0.6000000000000001,0.4297,0.2012
 2015-04-20 025137, 15,                    1,   0.6000000000000001,0.4054,0.1999
 2015-04-20 025140, 15,                    1,   0.6000000000000001,0.4290,0.1999
 2015-04-20 025143, 15,                    1,   0.6000000000000001,0.4567,0.1982
 2015-04-20 025146, 15,                    1,   0.6000000000000001,0.4176,0.2020
 2015-04-20 025149, 15,                    1,   0.6000000000000001,0.4191,0.1980
 2015-04-20 025152, 15,                    1,   0.6000000000000001,0.4767,0.1979
 2015-04-20 025155, 15,                    1,   0.6000000000000001,0.4007,0.2030
 2015-04-20 025157, 15,                    1,   0.6000000000000001,0.4106,0.2007
 2015-04-20 025200, 15,                    1,   0.6000000000000001,0.4094,0.2007
 2015-04-20 025203, 15,                    1,   0.6000000000000001,0.4101,0.1986
 2015-04-20 025206, 15,                    1,   0.6000000000000001,0.4342,0.1980
 2015-04-20 025209, 15,                    1,   0.6000000000000001,0.4327,0.1973
 2015-04-20 025212, 15,                    1,   0.6000000000000001,0.4267,0.2000
averages: ,,                    1,   0.6000000000000001,0.4261,0.2000
standard deviations: ,,                    1,   0.6000000000000001,0.0205,0.0018
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,0.8
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025215, 16,                    1,                  0.8,0.5406,0.1876
 2015-04-20 025218, 16,                    1,                  0.8,0.5062,0.1919
 2015-04-20 025221, 16,                    1,                  0.8,0.5369,0.1873
 2015-04-20 025224, 16,                    1,                  0.8,0.5505,0.1841
 2015-04-20 025226, 16,                    1,                  0.8,0.5156,0.1941
 2015-04-20 025229, 16,                    1,                  0.8,0.5052,0.1920
 2015-04-20 025232, 16,                    1,                  0.8,0.5574,0.1880
 2015-04-20 025235, 16,                    1,                  0.8,0.5257,0.1891
 2015-04-20 025238, 16,                    1,                  0.8,0.5104,0.1860
 2015-04-20 025241, 16,                    1,                  0.8,0.5354,0.1863
 2015-04-20 025243, 16,                    1,                  0.8,0.5705,0.1822
 2015-04-20 025246, 16,                    1,                  0.8,0.5329,0.1879
 2015-04-20 025249, 16,                    1,                  0.8,0.5302,0.1920
 2015-04-20 025252, 16,                    1,                  0.8,0.5366,0.1894
 2015-04-20 025255, 16,                    1,                  0.8,0.5757,0.1825
 2015-04-20 025258, 16,                    1,                  0.8,0.5542,0.1829
 2015-04-20 025301, 16,                    1,                  0.8,0.5708,0.1869
 2015-04-20 025303, 16,                    1,                  0.8,0.5411,0.1874
 2015-04-20 025306, 16,                    1,                  0.8,0.5577,0.1871
 2015-04-20 025309, 16,                    1,                  0.8,0.5374,0.1864
 2015-04-20 025312, 16,                    1,                  0.8,0.5636,0.1834
 2015-04-20 025315, 16,                    1,                  0.8,0.5688,0.1820
 2015-04-20 025318, 16,                    1,                  0.8,0.5317,0.1869
 2015-04-20 025321, 16,                    1,                  0.8,0.5384,0.1857
 2015-04-20 025323, 16,                    1,                  0.8,0.5876,0.1807
 2015-04-20 025326, 16,                    1,                  0.8,0.5413,0.1858
 2015-04-20 025329, 16,                    1,                  0.8,0.5572,0.1833
 2015-04-20 025332, 16,                    1,                  0.8,0.5089,0.1911
 2015-04-20 025335, 16,                    1,                  0.8,0.5691,0.1844
 2015-04-20 025338, 16,                    1,                  0.8,0.4970,0.1912
averages: ,,                    1,                  0.8,0.5418,0.1869
standard deviations: ,,                    1,                  0.8,0.0230,0.0034
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025340, 17,                    1,                  1.0,0.6312,0.1739
 2015-04-20 025343, 17,                    1,                  1.0,0.6703,0.1755
 2015-04-20 025346, 17,                    1,                  1.0,0.6149,0.1783
 2015-04-20 025349, 17,                    1,                  1.0,0.6252,0.1799
 2015-04-20 025352, 17,                    1,                  1.0,0.6527,0.1780
 2015-04-20 025355, 17,                    1,                  1.0,0.6666,0.1729
 2015-04-20 025357, 17,                    1,                  1.0,0.6032,0.1800
 2015-04-20 025400, 17,                    1,                  1.0,0.6097,0.1776
 2015-04-20 025403, 17,                    1,                  1.0,0.6233,0.1764
 2015-04-20 025406, 17,                    1,                  1.0,0.6129,0.1824
 2015-04-20 025409, 17,                    1,                  1.0,0.6317,0.1793
 2015-04-20 025412, 17,                    1,                  1.0,0.6220,0.1790
 2015-04-20 025415, 17,                    1,                  1.0,0.6020,0.1786
 2015-04-20 025417, 17,                    1,                  1.0,0.6361,0.1799
 2015-04-20 025421, 17,                    1,                  1.0,0.6488,0.1765
 2015-04-20 025424, 17,                    1,                  1.0,0.6248,0.1774
 2015-04-20 025427, 17,                    1,                  1.0,0.6443,0.1757
 2015-04-20 025430, 17,                    1,                  1.0,0.6547,0.1771
 2015-04-20 025432, 17,                    1,                  1.0,0.6317,0.1777
 2015-04-20 025435, 17,                    1,                  1.0,0.6158,0.1828
 2015-04-20 025438, 17,                    1,                  1.0,0.6379,0.1781
 2015-04-20 025441, 17,                    1,                  1.0,0.6423,0.1733
 2015-04-20 025444, 17,                    1,                  1.0,0.6116,0.1760
 2015-04-20 025446, 17,                    1,                  1.0,0.6349,0.1791
 2015-04-20 025449, 17,                    1,                  1.0,0.6111,0.1822
 2015-04-20 025452, 17,                    1,                  1.0,0.6426,0.1737
 2015-04-20 025455, 17,                    1,                  1.0,0.6349,0.1775
 2015-04-20 025458, 17,                    1,                  1.0,0.6205,0.1808
 2015-04-20 025501, 17,                    1,                  1.0,0.6002,0.1802
 2015-04-20 025504, 17,                    1,                  1.0,0.6366,0.1770
averages: ,,                    1,                  1.0,0.6298,0.1779
standard deviations: ,,                    1,                  1.0,0.0179,0.0025
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.2000000000000002
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025507, 18,                    1,   1.2000000000000002,0.6946,0.1716
 2015-04-20 025509, 18,                    1,   1.2000000000000002,0.7022,0.1719
 2015-04-20 025513, 18,                    1,   1.2000000000000002,0.6990,0.1699
 2015-04-20 025516, 18,                    1,   1.2000000000000002,0.7052,0.1718
 2015-04-20 025518, 18,                    1,   1.2000000000000002,0.7302,0.1672
 2015-04-20 025521, 18,                    1,   1.2000000000000002,0.7015,0.1718
 2015-04-20 025524, 18,                    1,   1.2000000000000002,0.7171,0.1696
 2015-04-20 025527, 18,                    1,   1.2000000000000002,0.7450,0.1656
 2015-04-20 025530, 18,                    1,   1.2000000000000002,0.7047,0.1712
 2015-04-20 025533, 18,                    1,   1.2000000000000002,0.6819,0.1718
 2015-04-20 025535, 18,                    1,   1.2000000000000002,0.7213,0.1703
 2015-04-20 025538, 18,                    1,   1.2000000000000002,0.7252,0.1744
 2015-04-20 025541, 18,                    1,   1.2000000000000002,0.7193,0.1714
 2015-04-20 025544, 18,                    1,   1.2000000000000002,0.7141,0.1715
 2015-04-20 025547, 18,                    1,   1.2000000000000002,0.7233,0.1688
 2015-04-20 025550, 18,                    1,   1.2000000000000002,0.6903,0.1720
 2015-04-20 025553, 18,                    1,   1.2000000000000002,0.6366,0.1818
 2015-04-20 025555, 18,                    1,   1.2000000000000002,0.7262,0.1726
 2015-04-20 025558, 18,                    1,   1.2000000000000002,0.7146,0.1691
 2015-04-20 025601, 18,                    1,   1.2000000000000002,0.7131,0.1698
 2015-04-20 025604, 18,                    1,   1.2000000000000002,0.7418,0.1673
 2015-04-20 025607, 18,                    1,   1.2000000000000002,0.6819,0.1702
 2015-04-20 025610, 18,                    1,   1.2000000000000002,0.6995,0.1698
 2015-04-20 025613, 18,                    1,   1.2000000000000002,0.7153,0.1658
 2015-04-20 025615, 18,                    1,   1.2000000000000002,0.7027,0.1696
 2015-04-20 025618, 18,                    1,   1.2000000000000002,0.6973,0.1706
 2015-04-20 025621, 18,                    1,   1.2000000000000002,0.7530,0.1680
 2015-04-20 025624, 18,                    1,   1.2000000000000002,0.7042,0.1683
 2015-04-20 025627, 18,                    1,   1.2000000000000002,0.6948,0.1691
 2015-04-20 025630, 18,                    1,   1.2000000000000002,0.7473,0.1630
averages: ,,                    1,   1.2000000000000002,0.7101,0.1702
standard deviations: ,,                    1,   1.2000000000000002,0.0226,0.0032
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.4000000000000001
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025633, 19,                    1,   1.4000000000000001,0.7953,0.1610
 2015-04-20 025635, 19,                    1,   1.4000000000000001,0.7550,0.1663
 2015-04-20 025638, 19,                    1,   1.4000000000000001,0.7554,0.1685
 2015-04-20 025641, 19,                    1,   1.4000000000000001,0.8020,0.1645
 2015-04-20 025644, 19,                    1,   1.4000000000000001,0.7478,0.1629
 2015-04-20 025647, 19,                    1,   1.4000000000000001,0.7537,0.1683
 2015-04-20 025650, 19,                    1,   1.4000000000000001,0.7579,0.1653
 2015-04-20 025652, 19,                    1,   1.4000000000000001,0.7438,0.1653
 2015-04-20 025655, 19,                    1,   1.4000000000000001,0.7205,0.1677
 2015-04-20 025658, 19,                    1,   1.4000000000000001,0.7574,0.1656
 2015-04-20 025701, 19,                    1,   1.4000000000000001,0.7698,0.1641
 2015-04-20 025704, 19,                    1,   1.4000000000000001,0.7663,0.1650
 2015-04-20 025707, 19,                    1,   1.4000000000000001,0.7802,0.1639
 2015-04-20 025709, 19,                    1,   1.4000000000000001,0.7589,0.1640
 2015-04-20 025712, 19,                    1,   1.4000000000000001,0.7735,0.1682
 2015-04-20 025715, 19,                    1,   1.4000000000000001,0.7829,0.1633
 2015-04-20 025718, 19,                    1,   1.4000000000000001,0.7606,0.1706
 2015-04-20 025721, 19,                    1,   1.4000000000000001,0.7356,0.1666
 2015-04-20 025724, 19,                    1,   1.4000000000000001,0.7631,0.1653
 2015-04-20 025727, 19,                    1,   1.4000000000000001,0.7399,0.1654
 2015-04-20 025730, 19,                    1,   1.4000000000000001,0.7614,0.1638
 2015-04-20 025732, 19,                    1,   1.4000000000000001,0.7750,0.1643
 2015-04-20 025735, 19,                    1,   1.4000000000000001,0.7832,0.1617
 2015-04-20 025738, 19,                    1,   1.4000000000000001,0.7522,0.1635
 2015-04-20 025741, 19,                    1,   1.4000000000000001,0.7458,0.1701
 2015-04-20 025744, 19,                    1,   1.4000000000000001,0.7601,0.1638
 2015-04-20 025747, 19,                    1,   1.4000000000000001,0.7601,0.1646
 2015-04-20 025749, 19,                    1,   1.4000000000000001,0.7609,0.1670
 2015-04-20 025752, 19,                    1,   1.4000000000000001,0.7681,0.1633
 2015-04-20 025755, 19,                    1,   1.4000000000000001,0.7770,0.1608
averages: ,,                    1,   1.4000000000000001,0.7621,0.1652
standard deviations: ,,                    1,   1.4000000000000001,0.0169,0.0024
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.6
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025758, 20,                    1,                  1.6,0.7733,0.1697
 2015-04-20 025801, 20,                    1,                  1.6,0.7495,0.1656
 2015-04-20 025804, 20,                    1,                  1.6,0.7854,0.1628
 2015-04-20 025806, 20,                    1,                  1.6,0.7745,0.1696
 2015-04-20 025809, 20,                    1,                  1.6,0.7730,0.1641
 2015-04-20 025812, 20,                    1,                  1.6,0.7859,0.1670
 2015-04-20 025815, 20,                    1,                  1.6,0.7896,0.1589
 2015-04-20 025818, 20,                    1,                  1.6,0.7584,0.1676
 2015-04-20 025821, 20,                    1,                  1.6,0.8131,0.1631
 2015-04-20 025823, 20,                    1,                  1.6,0.7631,0.1679
 2015-04-20 025826, 20,                    1,                  1.6,0.7636,0.1643
 2015-04-20 025829, 20,                    1,                  1.6,0.7698,0.1615
 2015-04-20 025832, 20,                    1,                  1.6,0.7854,0.1594
 2015-04-20 025835, 20,                    1,                  1.6,0.7849,0.1646
 2015-04-20 025838, 20,                    1,                  1.6,0.7728,0.1643
 2015-04-20 025841, 20,                    1,                  1.6,0.7572,0.1705
 2015-04-20 025843, 20,                    1,                  1.6,0.8082,0.1618
 2015-04-20 025846, 20,                    1,                  1.6,0.7834,0.1648
 2015-04-20 025849, 20,                    1,                  1.6,0.7881,0.1683
 2015-04-20 025852, 20,                    1,                  1.6,0.7762,0.1631
 2015-04-20 025855, 20,                    1,                  1.6,0.7698,0.1625
 2015-04-20 025858, 20,                    1,                  1.6,0.7790,0.1636
 2015-04-20 025901, 20,                    1,                  1.6,0.7839,0.1622
 2015-04-20 025903, 20,                    1,                  1.6,0.7507,0.1723
 2015-04-20 025906, 20,                    1,                  1.6,0.7861,0.1647
 2015-04-20 025909, 20,                    1,                  1.6,0.7851,0.1639
 2015-04-20 025912, 20,                    1,                  1.6,0.7567,0.1624
 2015-04-20 025915, 20,                    1,                  1.6,0.7463,0.1695
 2015-04-20 025918, 20,                    1,                  1.6,0.7733,0.1674
 2015-04-20 025921, 20,                    1,                  1.6,0.7698,0.1655
averages: ,,                    1,                  1.6,0.7752,0.1651
standard deviations: ,,                    1,                  1.6,0.0154,0.0032
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,1.8
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 025924, 21,                    1,                  1.8,0.7837,0.1646
 2015-04-20 025927, 21,                    1,                  1.8,0.7691,0.1676
 2015-04-20 025930, 21,                    1,                  1.8,0.7705,0.1674
 2015-04-20 025933, 21,                    1,                  1.8,0.7705,0.1663
 2015-04-20 025936, 21,                    1,                  1.8,0.7649,0.1655
 2015-04-20 025938, 21,                    1,                  1.8,0.7473,0.1615
 2015-04-20 025941, 21,                    1,                  1.8,0.7812,0.1662
 2015-04-20 025944, 21,                    1,                  1.8,0.7800,0.1643
 2015-04-20 025947, 21,                    1,                  1.8,0.7968,0.1618
 2015-04-20 025950, 21,                    1,                  1.8,0.7886,0.1605
 2015-04-20 025953, 21,                    1,                  1.8,0.7926,0.1582
 2015-04-20 025955, 21,                    1,                  1.8,0.7767,0.1635
 2015-04-20 025958, 21,                    1,                  1.8,0.7720,0.1630
 2015-04-20 030001, 21,                    1,                  1.8,0.7884,0.1639
 2015-04-20 030004, 21,                    1,                  1.8,0.7931,0.1634
 2015-04-20 030007, 21,                    1,                  1.8,0.7772,0.1658
 2015-04-20 030010, 21,                    1,                  1.8,0.7950,0.1681
 2015-04-20 030013, 21,                    1,                  1.8,0.7465,0.1651
 2015-04-20 030016, 21,                    1,                  1.8,0.7465,0.1681
 2015-04-20 030019, 21,                    1,                  1.8,0.7755,0.1659
 2015-04-20 030021, 21,                    1,                  1.8,0.7584,0.1701
 2015-04-20 030024, 21,                    1,                  1.8,0.7668,0.1655
 2015-04-20 030027, 21,                    1,                  1.8,0.7700,0.1656
 2015-04-20 030030, 21,                    1,                  1.8,0.7847,0.1624
 2015-04-20 030033, 21,                    1,                  1.8,0.7889,0.1614
 2015-04-20 030036, 21,                    1,                  1.8,0.7829,0.1632
 2015-04-20 030038, 21,                    1,                  1.8,0.7614,0.1668
 2015-04-20 030041, 21,                    1,                  1.8,0.7901,0.1630
 2015-04-20 030044, 21,                    1,                  1.8,0.7809,0.1644
 2015-04-20 030047, 21,                    1,                  1.8,0.7713,0.1643
averages: ,,                    1,                  1.8,0.7757,0.1646
standard deviations: ,,                    1,                  1.8,0.0139,0.0025
*********************Job Settings*********************
                            setAgentType :	,1
                   setServicesImportance :	,2.0
 timestamp, job ID, setAgentType, setServicesImportance, packing, reduction
 2015-04-20 030050, 22,                    1,                  2.0,0.7644,0.1633
 2015-04-20 030053, 22,                    1,                  2.0,0.7646,0.1629
 2015-04-20 030056, 22,                    1,                  2.0,0.7844,0.1630
 2015-04-20 030058, 22,                    1,                  2.0,0.7856,0.1643
 2015-04-20 030101, 22,                    1,                  2.0,0.7899,0.1627
 2015-04-20 030104, 22,                    1,                  2.0,0.7861,0.1629
 2015-04-20 030107, 22,                    1,                  2.0,0.7686,0.1688
 2015-04-20 030110, 22,                    1,                  2.0,0.7631,0.1621
 2015-04-20 030113, 22,                    1,                  2.0,0.7592,0.1634
 2015-04-20 030115, 22,                    1,                  2.0,0.7735,0.1639
 2015-04-20 030118, 22,                    1,                  2.0,0.7874,0.1622
 2015-04-20 030121, 22,                    1,                  2.0,0.8042,0.1633
 2015-04-20 030124, 22,                    1,                  2.0,0.7327,0.1684
 2015-04-20 030127, 22,                    1,                  2.0,0.8089,0.1615
 2015-04-20 030130, 22,                    1,                  2.0,0.7391,0.1677
 2015-04-20 030132, 22,                    1,                  2.0,0.7740,0.1649
 2015-04-20 030135, 22,                    1,                  2.0,0.7790,0.1625
 2015-04-20 030138, 22,                    1,                  2.0,0.7584,0.1659
 2015-04-20 030141, 22,                    1,                  2.0,0.7894,0.1624
 2015-04-20 030144, 22,                    1,                  2.0,0.7896,0.1627
 2015-04-20 030147, 22,                    1,                  2.0,0.7606,0.1619
 2015-04-20 030150, 22,                    1,                  2.0,0.7755,0.1660
 2015-04-20 030152, 22,                    1,                  2.0,0.7587,0.1649
 2015-04-20 030155, 22,                    1,                  2.0,0.7817,0.1643
 2015-04-20 030158, 22,                    1,                  2.0,0.7631,0.1703
 2015-04-20 030201, 22,                    1,                  2.0,0.7955,0.1614
 2015-04-20 030204, 22,                    1,                  2.0,0.7624,0.1637
 2015-04-20 030206, 22,                    1,                  2.0,0.7713,0.1677
 2015-04-20 030209, 22,                    1,                  2.0,0.7861,0.1660
 2015-04-20 030212, 22,                    1,                  2.0,0.7864,0.1645
averages: ,,                    1,                  2.0,0.7748,0.1643
standard deviations: ,,                    1,                  2.0,0.0170,0.0023
######################################################
